garden-path,15 a,Die Kuratorin vom Bauhaus-Archiv*bewunderten*die Kunststudenten*am Eröffnungsabend für die innovative Hängung der Exponate.
garden-path,15 b,Die Kuratorinnen vom Bauhaus-Archiv*bewunderten*einen Kunststudenten*am Eröffnungsabend für die innovative Hängung der Exponate.
garden-path,15 c,Die Kuratorinnen vom Bauhaus-Archiv*bewunderte*ein Kunststudent*am Eröffnungsabend für die innovative Hängung der Exponate.
garden-path,15 d,Die Kuratorin vom Bauhaus-Archiv*bewunderte*die Kunststudenten*am Eröffnungsabend für die innovative Hängung der Exponate.
garden-path,16 a,Die Stadträtin aus Schwabing*überzeugten*die besorgten Anwohner*nach der Sitzung mit sorgfältig ausgearbeiteten Plänen.
garden-path,16 b,Die Stadträtinnen aus Schwabing*überzeugten*einen besorgten Anwohner*nach der Sitzung mit sorgfältig ausgearbeiteten Plänen.
garden-path,16 c,Die Stadträtinnen aus Schwabing*überzeugte*ein besorgter Anwohner*nach der Sitzung mit sorgfältig ausgearbeiteten Plänen.
garden-path,16 d,Die Stadträtin aus Schwabing*überzeugte*die besorgten Anwohner*nach der Sitzung mit sorgfältig ausgearbeiteten Plänen.
garden-path,17 a,Die Übersetzerin aus Zürich*überraschten*die anwesenden Schriftsteller*nach der Lesung im Foyer.
garden-path,17 b,Die Übersetzerinnen aus Zürich*überraschten*den anwesenden Schriftsteller*nach der Lesung im Foyer.
garden-path,17 c,Die Übersetzerinnen aus Zürich*überraschte*der anwesende Schriftsteller*nach der Lesung im Foyer.
garden-path,17 d,Die Übersetzerin aus Zürich*überraschte*die anwesenden Schriftsteller*nach der Lesung im Foyer.
garden-path,18 a,Die Ingenieurin vom Planungsbüro Stuttgart*begrüßten*die Projektleiter*herzlich im Foyer.
garden-path,18 b,Die Ingenieurinnen vom Planungsbüro Stuttgart*begrüßten*den Projektleiter*herzlich im Foyer.
garden-path,18 c,Die Ingenieurinnen vom Planungsbüro Stuttgart*begrüßte*der Projektleiter*herzlich im Foyer.
garden-path,18 d,Die Ingenieurin vom Planungsbüro Stuttgart*begrüßte*die Projektleiter*herzlich im Foyer.
garden-path,19 a,Die Kriminalistin der Sondereinheit aus Rom*informierten*die Kommissare*ausführlich während der Sitzung.
garden-path,19 b,Die Kriminalistinnen der Sondereinheit aus Rom*informierten*den Kommissar*ausführlich während der Sitzung.
garden-path,19 c,Die Kriminalistinnen der Sondereinheit aus Rom*informierte*der Kommissar*ausführlich während der Sitzung.
garden-path,19 d,Die Kriminalistin der Sondereinheit aus Rom*informierte*die Kommissare*ausführlich während der Sitzung.
garden-path,20 a,Die Ozeanografin aus Kiel*berieten*die Kapitäne*sorgfältig über die geplante Route am frühen Morgen.
garden-path,20 b,Die Ozeanografinnen aus Kiel*berieten*den Kapitän*sorgfältig über die geplante Route am frühen Morgen.
garden-path,20 c,Die Ozeanografinnen aus Kiel*beriet*der Kapitän*sorgfältig über die geplante Route am frühen Morgen.
garden-path,20 d,Die Ozeanografin aus Kiel*beriet*die Kapitäne*sorgfältig über die geplante Route am frühen Morgen.
garden-path,21 a,Die Kamerafrau vom NDR*unterstützten*die Beleuchter*spontan beim Nachtdreh in den Hamburger Speicherstudios.
garden-path,21 b,Die Kamerafrauen vom NDR*unterstützten*den Beleuchter*spontan beim Nachtdreh in den Hamburger Speicherstudios.
garden-path,21 c,Die Kamerafrauen vom NDR*unterstützte*der Beleuchter*spontan beim Nachtdreh in den Hamburger Speicherstudios.
garden-path,21 d,Die Kamerafrau vom NDR*unterstützte*die Beleuchter*spontan beim Nachtdreh in den Hamburger Speicherstudios.
garden-path,22 a,Die Maklerin aus dem renommierten Stuttgarter Traditionsbüro*begleiteten*die Investoren*neugierig durch die denkmalgeschützten Räume am Charlottenplatz.
garden-path,22 b,Die Maklerinnen aus dem renommierten Stuttgarter Traditionsbüro*begleiteten*den Investor*neugierig durch die denkmalgeschützten Räume am Charlottenplatz.
garden-path,22 c,Die Maklerinnen aus dem renommierten Stuttgarter Traditionsbüro*begleitete*der Investor*neugierig durch die denkmalgeschützten Räume am Charlottenplatz.
garden-path,22 d,Die Maklerin aus dem renommierten Stuttgarter Traditionsbüro*begleitete*die Investoren*neugierig durch die denkmalgeschützten Räume am Charlottenplatz.
garden-path,23 a,Die Maklerin aus dem Münchener Familienunternehmen*informierten*die Gutachter*ausführlich über die Bausubstanz.
garden-path,23 b,Die Maklerinnen aus dem Münchener Familienunternehmen*informierten*den Gutachter*ausführlich über die Bausubstanz.
garden-path,23 c,Die Maklerinnen aus dem Münchener Familienunternehmen*informierte*der Gutachter*ausführlich über die Bausubstanz.
garden-path,23 d,Die Maklerin aus dem Münchener Familienunternehmen*informierte*die Gutachter*ausführlich über die Bausubstanz.
garden-path,24 a,Die Biologin vom Max-Planck-Institut*belehrten*die Botaniker*am Nachmittag ausführlich über die Besonderheiten der Pflanze.
garden-path,24 b,Die Biologinnen vom Max-Planck-Institut*belehrten*den Botaniker*am Nachmittag ausführlich über die Besonderheiten der Pflanze.
garden-path,24 c,Die Biologinnen vom Max-Planck-Institut*belehrte*der Botaniker*am Nachmittag ausführlich über die Besonderheiten der Pflanze.
garden-path,24 d,Die Biologin vom Max-Planck-Institut*belehrte*die Botaniker*am Nachmittag ausführlich über die Besonderheiten der Pflanze.
garden-path,25 a,Die Restauratorin aus dem British Museum*informierten*die angereisten Numismatiker*eingehend am Tag der Anlieferung.
garden-path,25 b,Die Restauratorinnen aus dem British Museum*informierten*den angereisten Numismatiker*eingehend am Tag der Anlieferung.
garden-path,25 c,Die Restauratorinnen aus dem British Museum*informierte*der angereiste Numismatiker*eingehend am Tag der Anlieferung.
garden-path,25 d,Die Restauratorin aus dem British Museum*informierte*die angereisten Numismatiker*eingehend am Tag der Anlieferung.
agree-obj,"1 sg, gram",der Mann die Frau gestern heimlich beobachtete während er auf der Bank im Park saß.
agree-obj,"1 sg, ungram",der Mann die Frau gestern heimlich beobachteten während er auf der Bank im Park saß.
agree-obj,"1 pl, gram",der Mann die Frauen gestern heimlich beobachtete während er auf der Bank im Park saß.
agree-obj,"1 pl, ungram",der Mann die Frauen gestern heimlich beobachteten während er auf der Bank im Park saß.
agree-obj,"2 sg, gram",der Autor die Verlegerin vorhin absichtlich provozierte als er den Abgabetermin des Buches verschob.
agree-obj,"2 sg, ungram",der Autor die Verlegerin vorhin absichtlich provozierten als er den Abgabetermin des Buches verschob.
agree-obj,"2 pl, gram",der Autor die Verlegerinnen vorhin absichtlich provozierte als er den Abgabetermin des Buches verschob.
agree-obj,"2 pl, ungram",der Autor die Verlegerinnen vorhin absichtlich provozierten als er den Abgabetermin des Buches verschob.
agree-obj,"3 sg, gram",der Bäcker die Konditorin neulich sehr schockierte als er Zucker mit Salz verwechselte.
agree-obj,"3 sg, ungram",der Bäcker die Konditorin neulich sehr schockierten als er Zucker mit Salz verwechselte.
agree-obj,"3 pl, gram",der Bäcker die Konditorinnen neulich sehr schockierte als er Zucker mit Salz verwechselte.
agree-obj,"3 pl, ungram",der Bäcker die Konditorinnen neulich sehr schockierten als er Zucker mit Salz verwechselte.
agree-obj,"4 sg, gram",der Architekt die Investorin heute erneut drängte da der Baubeginn immer näher rückte.
agree-obj,"4 sg, ungram",der Architekt die Investorin heute erneut drängten da der Baubeginn immer näher rückte.
agree-obj,"4 pl, gram",der Architekt die Investorinnen heute erneut drängte da der Baubeginn immer näher rückte.
agree-obj,"4 pl, ungram",der Architekt die Investorinnen heute erneut drängten da der Baubeginn immer näher rückte.
agree-obj,"5 sg, gram",der Ringer die Fechterin einst behutsam ermutigte da sie ihre Motivation zu verlieren drohte.
agree-obj,"5 sg, ungram",der Ringer die Fechterin einst behutsam ermutigten da sie ihre Motivation zu verlieren drohte.
agree-obj,"5 pl, gram",der Ringer die Fechterinnen einst behutsam ermutigte da sie ihre Motivation zu verlieren drohten.
agree-obj,"5 pl, ungram",der Ringer die Fechterinnen einst behutsam ermutigten da sie ihre Motivation zu verlieren drohten.
agree-obj,"6 sg, gram",der Gitarrist die Sängerin schließlich sanft überredete da sie die Probe abbrechen wollte.
agree-obj,"6 sg, ungram",der Gitarrist die Sängerin schließlich sanft überredeten da sie die Probe abbrechen wollte.
agree-obj,"6 pl, gram",der Gitarrist die Sängerinnen schließlich sanft überredete da sie die Probe abbrechen wollten.
agree-obj,"6 pl, ungram",der Gitarrist die Sängerinnen schließlich sanft überredeten da sie die Probe abbrechen wollten.
agree-obj,"7 sg, gram",der Regisseur die Produzentin eben ernsthaft anflehte um an der Filmpremiere teilnehmen zu können.
agree-obj,"7 sg, ungram",der Regisseur die Produzentin eben ernsthaft anflehten um an der Filmpremiere teilnehmen zu können.
agree-obj,"7 pl, gram",der Regisseur die Produzentinnen eben ernsthaft anflehte um an der Filmpremiere teilnehmen zu können.
agree-obj,"7 pl, ungram",der Regisseur die Produzentinnen eben ernsthaft anflehten um an der Filmpremiere teilnehmen zu können.
agree-obj,"8 sg, gram",der Bruder die Schwester letztendlich stürmisch weckte als die Eltern verschliefen.
agree-obj,"8 sg, ungram",der Bruder die Schwester letztendlich stürmisch weckten als die Eltern verschliefen.
agree-obj,"8 pl, gram",der Bruder die Schwestern letztendlich stürmisch weckte als die Eltern verschliefen.
agree-obj,"8 pl, ungram",der Bruder die Schwestern letztendlich stürmisch weckten als die Eltern verschliefen.
agree-obj,"9 sg, gram",der Redakteur die Journalistin tatsächlich freiwillig begleitete als das Meeting anstand.
agree-obj,"9 sg, ungram",der Redakteur die Journalistin tatsächlich freiwillig begleiteten als das Meeting anstand.
agree-obj,"9 pl, gram",der Redakteur die Journalistinnen tatsächlich freiwillig begleitete als das Meeting anstand.
agree-obj,"9 pl, ungram",der Redakteur die Journalistinnen tatsächlich freiwillig begleiteten als das Meeting anstand.
agree-obj,"10 sg, gram",der Ingenieur die Physikerin damals dennoch umstimmte obwohl sie die besseren Argumente besaß.
agree-obj,"10 sg, ungram",der Ingenieur die Physikerin damals dennoch umstimmten obwohl sie die besseren Argumente besaß.
agree-obj,"10 pl, gram",der Ingenieur die Physikerinnen damals dennoch umstimmte obwohl sie die besseren Argumente besaßen.
agree-obj,"10 pl, ungram",der Ingenieur die Physikerinnen damals dennoch umstimmten obwohl sie die besseren Argumente besaßen.
agree-obj,"11 sg, gram",der Übersetzer die Lektorin vorhin stark begeisterte als er seine Arbeit präsentierte.
agree-obj,"11 sg, ungram",der Übersetzer die Lektorin vorhin stark begeisterten als er seine Arbeit präsentierte.
agree-obj,"11 pl, gram",der Übersetzer die Lektorinnen vorhin stark begeisterte als er seine Arbeit präsentierte.
agree-obj,"11 pl, ungram",der Übersetzer die Lektorinnen vorhin stark begeisterten als er seine Arbeit präsentierte.
agree-obj,"12 sg, gram",der Detektiv die Informantin gerne abermals befragte um seinen Auftrag zu erfüllen.
agree-obj,"12 sg, ungram",der Detektiv die Informantin gerne abermals befragten um seinen Auftrag zu erfüllen.
agree-obj,"12 pl, gram",der Detektiv die Informantinnen gerne abermals befragte um seinen Auftrag zu erfüllen.
agree-obj,"12 pl, ungram",der Detektiv die Informantinnen gerne abermals befragten um seinen Auftrag zu erfüllen.
agree-obj,"13 sg, gram",der Doktorand die Studentin sogar immens beeindruckte als er das komplizierte Thema veranschaulichte.
agree-obj,"13 sg, ungram",der Doktorand die Studentin sogar immens beeindruckten als er das komplizierte Thema veranschaulichte.
agree-obj,"13 pl, gram",der Doktorand die Studentinnen sogar immens beeindruckte als er das komplizierte Thema veranschaulichte.
agree-obj,"13 pl, ungram",der Doktorand die Studentinnen sogar immens beeindruckten als er das komplizierte Thema veranschaulichte.
agree-obj,"14 sg, gram",der Lieferant die Bäuerin wieder bewusst betrog als er zu hohe Preise berechnete.
agree-obj,"14 sg, ungram",der Lieferant die Bäuerin wieder bewusst betrogen als er zu hohe Preise berechnete.
agree-obj,"14 pl, gram",der Lieferant die Bäuerinnen wieder bewusst betrog als er zu hohe Preise berechnete.
agree-obj,"14 pl, ungram",der Lieferant die Bäuerinnen wieder bewusst betrogen als er zu hohe Preise berechnete.
agree-obj,"15 sg, gram",der Hausmeister die Lehrerin wohl lange suchte um über die beschmutzte Turnhalle zu reden.
agree-obj,"15 sg, ungram",der Hausmeister die Lehrerin wohl lange suchten um über die beschmutzte Turnhalle zu reden.
agree-obj,"15 pl, gram",der Hausmeister die Lehrerinnen wohl lange suchte um über die beschmutzte Turnhalle zu reden.
agree-obj,"15 pl, ungram",der Hausmeister die Lehrerinnen wohl lange suchten um über die beschmutzte Turnhalle zu reden.
agree-obj,"16 sg, gram",der Richter die Anwältin natürlich vorerst benötigte um den Verbrecher verurteilen zu können.
agree-obj,"16 sg, ungram",der Richter die Anwältin natürlich vorerst benötigten um den Verbrecher verurteilen zu können.
agree-obj,"16 pl, gram",der Richter die Anwältinnen natürlich vorerst benötigte um den Verbrecher verurteilen zu können.
agree-obj,"16 pl, ungram",der Richter die Anwältinnen natürlich vorerst benötigten um den Verbrecher verurteilen zu können.
agree-obj,"17 sg, gram",der Clown die Artistin gar bitter verunsicherte als er über ihre neue Nummer lachte.
agree-obj,"17 sg, ungram",der Clown die Artistin gar bitter verunsicherten als er über ihre neue Nummer lachte.
agree-obj,"17 pl, gram",der Clown die Artistinnen gar bitter verunsicherte als er über ihre neue Nummer lachte.
agree-obj,"17 pl, ungram",der Clown die Artistinnen gar bitter verunsicherten als er über ihre neue Nummer lachte.
agree-obj,"18 sg, gram",der Gast die Kellnerin eigentlich äußerst verärgerte als er sich über das Essen beschwerte.
agree-obj,"18 sg, ungram",der Gast die Kellnerin eigentlich äußerst verärgerten als er sich über das Essen beschwerte.
agree-obj,"18 pl, gram",der Gast die Kellnerinnen eigentlich äußerst verärgerte als er sich über das Essen beschwerte.
agree-obj,"18 pl, ungram",der Gast die Kellnerinnen eigentlich äußerst verärgerten als er sich über das Essen beschwerte.
agree-obj,"19 sg, gram",der Choreograph die Tänzerin immerhin herzlich beglückwünschte als sie den Wettbewerb gewann.
agree-obj,"19 sg, ungram",der Choreograph die Tänzerin immerhin herzlich beglückwünschten als sie den Wettbewerb gewann.
agree-obj,"19 pl, gram",der Choreograph die Tänzerinnen immerhin herzlich beglückwünschte als sie den Wettbewerb gewannen.
agree-obj,"19 pl, ungram",der Choreograph die Tänzerinnen immerhin herzlich beglückwünschten als sie den Wettbewerb gewannen.
agree-obj,"20 sg, gram",der Busfahrer die Schülerin letztens dreist duzte obwohl sie bereits in die Oberstufe ging
agree-obj,"20 sg, ungram",der Busfahrer die Schülerin letztens dreist duzten obwohl sie bereits in die Oberstufe ging
agree-obj,"20 pl, gram",der Busfahrer die Schülerinnen letztens dreist duzte obwohl sie bereits in die Oberstufe gingen
agree-obj,"20 pl, ungram",der Busfahrer die Schülerinnen letztens dreist duzten obwohl sie bereits in die Oberstufe gingen
agree-obj,"21 sg, gram",der Abgesandte die Diplomatin zunächst höflich einbestellte um sich für den Fauxpas zu entschuldigen.
agree-obj,"21 sg, ungram",der Abgesandte die Diplomatin zunächst höflich einbestellten um sich für den Fauxpas zu entschuldigen.
agree-obj,"21 pl, gram",der Abgesandte die Diplomatinnen zunächst höflich einbestellte um sich für den Fauxpas zu entschuldigen.
agree-obj,"21 pl, ungram",der Abgesandte die Diplomatinnen zunächst höflich einbestellten um sich für den Fauxpas zu entschuldigen.
agree-obj,"22 sg, gram",der Priester die Nonne gestern versehentlich erschreckte als er sie beim Gebet überraschte.
agree-obj,"22 sg, ungram",der Priester die Nonne gestern versehentlich erschreckten als er sie beim Gebet überraschte.
agree-obj,"22 pl, gram",der Priester die Nonnen gestern versehentlich erschreckte als er sie beim Gebet überraschte.
agree-obj,"22 pl, ungram",der Priester die Nonnen gestern versehentlich erschreckten als er sie beim Gebet überraschte.
agree-obj,"23 sg, gram",der Polizist die Demonstrantin neulich provokativ verhöhnte woraufhin der Konflikt eskalierte.
agree-obj,"23 sg, ungram",der Polizist die Demonstrantin neulich provokativ verhöhnten woraufhin der Konflikt eskalierte.
agree-obj,"23 pl, gram",der Polizist die Demonstrantinnen neulich provokativ verhöhnte woraufhin der Konflikt eskalierte.
agree-obj,"23 pl, ungram",der Polizist die Demonstrantinnen neulich provokativ verhöhnten woraufhin der Konflikt eskalierte.
agree-obj,"24 sg, gram",der Gärtner die Reinigungskraft heute gutmütig beruhigte nachdem diese die teure Lampe umgestoßen hatte.
agree-obj,"24 sg, ungram",der Gärtner die Reinigungskraft heute gutmütig beruhigten nachdem diese die teure Lampe umgestoßen hatte.
agree-obj,"24 pl, gram",der Gärtner die Reinigungskräfte heute gutmütig beruhigte nachdem diese die teure Lampe umgestoßen hatten.
agree-obj,"24 pl, ungram",der Gärtner die Reinigungskräfte heute gutmütig beruhigten nachdem diese die teure Lampe umgestoßen hatten.
agree-obj,"25 sg, gram",der Vorsitzende die Sekretärin eben kaum wahrnahm als sie den Besprechungsraum vorbereitete.
agree-obj,"25 sg, ungram",der Vorsitzende die Sekretärin eben kaum wahrnahmen als sie den Besprechungsraum vorbereitete.
agree-obj,"25 pl, gram",der Vorsitzende die Sekretärinnen eben kaum wahrnahm als sie den Besprechungsraum vorbereiteten.
agree-obj,"25 pl, ungram",der Vorsitzende die Sekretärinnen eben kaum wahrnahmen als sie den Besprechungsraum vorbereiteten.
agree-obj,"26 sg, gram",der Verkäufer die Kundin letztens schroff maßregelte als sie mit zu vielen Stücken in die Umkleide ging.
agree-obj,"26 sg, ungram",der Verkäufer die Kundin letztens schroff maßregelten als sie mit zu vielen Stücken in die Umkleide ging.
agree-obj,"26 pl, gram",der Verkäufer die Kundinnen letztens schroff maßregelte als sie mit zu vielen Stücken in die Umkleide gingen.
agree-obj,"26 pl, ungram",der Verkäufer die Kundinnen letztens schroff maßregelten als sie mit zu vielen Stücken in die Umkleide gingen.
agree-obj,"27 sg, gram",der Chauffeur die Managerin gerne selbstlos beschützte als die zwielichtige Gestalt ins Auto sprang.
agree-obj,"27 sg, ungram",der Chauffeur die Managerin gerne selbstlos beschützten als die zwielichtige Gestalt ins Auto sprang.
agree-obj,"27 pl, gram",der Chauffeur die Managerinnen gerne selbstlos beschützte als die zwielichtige Gestalt ins Auto sprang.
agree-obj,"27 pl, ungram",der Chauffeur die Managerinnen gerne selbstlos beschützten als die zwielichtige Gestalt ins Auto sprang.
agree-obj,"28 sg, gram",der Landrat die Wahlhelferin einst diskret kontaktierte als sich der Verdacht des Wahlbetrugs erhärtete.
agree-obj,"28 sg, ungram",der Landrat die Wahlhelferin einst diskret kontaktierten als sich der Verdacht des Wahlbetrugs erhärtete.
agree-obj,"28 pl, gram",der Landrat die Wahlhelferinnen einst diskret kontaktierte als sich der Verdacht des Wahlbetrugs erhärtete.
agree-obj,"28 pl, ungram",der Landrat die Wahlhelferinnen einst diskret kontaktierten als sich der Verdacht des Wahlbetrugs erhärtete.
agree-obj,"29 sg, gram",der Designer die Schneiderin zunächst etwas irritierte als er die Nähte an dem Kleid bemängelte.
agree-obj,"29 sg, ungram",der Designer die Schneiderin zunächst etwas irritierten als er die Nähte an dem Kleid bemängelte.
agree-obj,"29 pl, gram",der Designer die Schneiderinnen zunächst etwas irritierte als er die Nähte an dem Kleid bemängelte.
agree-obj,"29 pl, ungram",der Designer die Schneiderinnen zunächst etwas irritierten als er die Nähte an dem Kleid bemängelte.
agree-obj,"30 sg, gram",der Azubi die Erzieherin schließlich nochmals verfluchte als er Überstunden machen musste.
agree-obj,"30 sg, ungram",der Azubi die Erzieherin schließlich nochmals verfluchten als er Überstunden machen musste.
agree-obj,"30 pl, gram",der Azubi die Erzieherinnen schließlich nochmals verfluchte als er Überstunden machen musste.
agree-obj,"30 pl, ungram",der Azubi die Erzieherinnen schließlich nochmals verfluchten als er Überstunden machen musste.
agree-obj,"31 sg, gram",der Intendant die Assistentin eigentlich vehement nervte als er seine Meinung mehrfach änderte.
agree-obj,"31 sg, ungram",der Intendant die Assistentin eigentlich vehement nervten als er seine Meinung mehrfach änderte.
agree-obj,"31 pl, gram",der Intendant die Assistentinnen eigentlich vehement nervte als er seine Meinung mehrfach änderte.
agree-obj,"31 pl, ungram",der Intendant die Assistentinnen eigentlich vehement nervten als er seine Meinung mehrfach änderte.
agree-obj,"32 sg, gram",der Alkoholiker die Wirtin damals unbemerkt verfolgte um an Spirituosen zu kommen.
agree-obj,"32 sg, ungram",der Alkoholiker die Wirtin damals unbemerkt verfolgten um an Spirituosen zu kommen.
agree-obj,"32 pl, gram",der Alkoholiker die Wirtinnen damals unbemerkt verfolgte um an Spirituosen zu kommen.
agree-obj,"32 pl, ungram",der Alkoholiker die Wirtinnen damals unbemerkt verfolgten um an Spirituosen zu kommen.
agree-obj,"33 sg, gram",der Sanitäter die Soldatin wohl besonders enttäuschte als er den Kameraden nicht retten konnte.
agree-obj,"33 sg, ungram",der Sanitäter die Soldatin wohl besonders enttäuschten als er den Kameraden nicht retten konnte.
agree-obj,"33 pl, gram",der Sanitäter die Soldatinnen wohl besonders enttäuschte als er den Kameraden nicht retten konnte.
